date,time,lat,lon,depth,ML
1998/11/3,06:37.5,22.1483,121.1452,24.7,5.39
1998/11/17,27:32.5,22.8322,120.7903,16.49,5.51
1998/11/19,30:02.2,23.7887,121.7715,42.27,5
1998/12/14,59:03.3,24.2915,122.1558,38.7,5.17
1999/2/13,47:57.4,23.8935,122.4732,4.27,5
1999/2/20,53:45.7,21.8337,121.905,205.45,5.61
1999/4/4,59:02.6,24.8835,121.936,88.95,5.82
1999/5/7,03:24.4,24.7388,121.8922,4.17,5.44
1999/5/18,43:22.1,22.166,121.3965,84.34,5.51
1999/6/3,11:42.9,24.4037,122.4868,61.67,6.18
1999/6/10,17:59.3,23.7252,121.7273,17.23,5.21
1999/6/25,47:23.5,25.4625,122.4815,288.91,5.57
1999/7/7,53:13.4,23.3188,120.735,13.78,5.1
1999/7/11,25:10.6,24.605,121.8432,73.17,5.07
1999/7/17,46:00.8,25.4163,122.39,281.53,5.33
1999/9/10,18:20.8,22.4395,121.825,5.19,5.41
1999/9/20,47:15.8,23.8525,120.8155,8,7.3
1999/9/20,49:40.1,23.9772,120.8298,19.74,6.07
1999/9/20,51:35.4,24.0925,121.0398,6.16,5.97
1999/9/20,55:23.1,24.2362,121.3347,10.63,5.3
1999/9/20,57:15.6,23.9117,121.0443,7.68,6.44
1999/9/20,58:55.1,23.907,121.0627,6.97,5.71
1999/9/20,59:28.8,24.2888,120.9108,24.74,5.48
1999/9/20,02:19.8,24.2335,121.1332,7.1,5.41
1999/9/20,03:41.6,23.7968,120.8608,9.75,6.6
1999/9/20,05:54.0,23.9515,120.7665,13.04,5.24
1999/9/20,11:27.9,23.9503,121.0015,17.78,5.13
1999/9/20,11:54.2,23.8648,121.0672,12.49,6.7
1999/9/20,15:42.6,23.7203,120.9653,9.45,5.29
1999/9/20,16:18.0,23.8615,121.0408,12.53,6.66
1999/9/20,21:28.7,23.9632,121.0957,25.63,5.22
1999/9/20,26:10.9,23.8573,120.9077,12.58,5.2
1999/9/20,28:02.5,23.837,121.0325,9.04,5.2
1999/9/20,32:55.2,23.8165,121.0245,12.36,5.07
1999/9/20,28:43.4,23.9033,120.9737,8.51,5.06
1999/9/20,40:32.7,23.5422,120.9162,8.99,5.28
1999/9/20,43:02.5,23.9228,121.1163,7,5.07
1999/9/20,57:52.8,24.0173,120.8535,10.4,5.19
1999/9/20,02:16.3,23.9718,120.7842,5.25,5.35
1999/9/20,21:59.7,24.096,121.0245,6.67,5.22
1999/9/20,40:03.8,23.9622,121.3415,5.15,5.12
1999/9/20,43:48.8,23.7615,121.3303,8.77,5.21
1999/9/20,15:25.1,23.7682,121.3425,9.87,5.1
1999/9/20,24:34.7,23.966,121.0442,10.41,5.11
1999/9/20,41:22.9,23.6095,120.579,13.72,5.15
1999/9/20,46:38.1,23.5847,120.857,8.57,6.59
1999/9/20,54:47.4,23.6198,120.82,4.83,5.33
1999/9/20,22:46.5,23.5592,120.866,9.42,5.15
1999/9/20,18:13.2,23.449,120.9052,9.57,5.1
1999/9/21,45:40.9,23.8728,120.9867,9.07,5.12
1999/9/21,31:49.1,23.9932,121.018,7.6,5.18
1999/9/21,06:02.6,23.8325,121.3857,12.86,5.24
1999/9/21,07:42.2,23.6663,120.8398,8.37,5.11
1999/9/21,28:10.4,23.606,120.8423,8.38,5.15
1999/9/21,38:35.6,23.8373,121.3115,17.67,5.21
1999/9/21,18:37.6,24.196,121.0193,10,5.23
1999/9/21,17:01.5,23.9292,121.384,11.67,5.19
1999/9/22,14:40.8,23.8263,121.0467,15.59,6.8
1999/9/22,49:43.4,23.7647,121.0313,17.38,6.2
1999/9/22,51:10.7,23.74,121.0312,19.26,5.04
1999/9/22,17:21.0,23.7393,120.9812,24.02,6
1999/9/23,46:04.0,24.252,121.1965,16.98,5.33
1999/9/23,46:18.4,24.2833,121.1303,11.69,5.44
1999/9/23,42:49.6,23.9755,121.0088,15.53,5.07
1999/9/23,44:34.4,23.9258,121.0857,18.35,5.63
1999/9/23,39:01.3,23.9407,121.388,11.77,5.16
1999/9/24,38:25.9,24.1733,121.0042,4.07,5.11
1999/9/25,19:13.3,24.2537,121.2367,3.62,5.12
1999/9/25,43:31.1,23.692,120.9537,7.12,5.09
1999/9/25,51:52.3,23.1302,121.0035,7.29,5.04
1999/9/25,52:49.6,23.8542,121.0023,12.06,6.8
1999/9/27,03:22.4,24.253,121.2172,0.86,5.29
1999/9/27,11:46.1,24.2793,121.1962,6.16,5.18
1999/9/27,00:40.7,24.1592,121.2515,4.48,5.16
1999/9/27,28:19.7,24.1503,121.2558,4.28,5.23
1999/9/27,55:07.1,23.7075,121.3503,10.69,5.24
1999/9/28,53:49.6,23.9798,120.6708,10.88,5.08
1999/9/30,04:03.9,24.2453,121.0928,7.62,5.14
1999/9/30,49:45.3,24.7015,121.9977,70.55,5.53
1999/10/1,54:10.3,23.694,120.9055,5.21,5.12
1999/10/4,26:15.4,23.7875,120.9322,8.31,5.05
1999/10/5,18:17.4,23.8448,121.0018,9.92,5.01
1999/10/13,39:46.9,23.9552,121.3385,1.92,5.04
1999/10/18,31:26.9,23.9492,121.3272,4.31,5.05
1999/10/18,00:45.9,23.7048,121.035,23.77,5.15
1999/10/22,18:56.9,23.517,120.4225,16.59,6.4
1999/10/22,10:17.5,23.533,120.4307,16.74,6
1999/10/23,08:03.0,23.5048,120.4605,12.41,5.08
1999/10/30,27:49.5,24.0172,121.3187,14.36,5.15
1999/11/1,53:02.3,23.3618,121.7258,31.33,6.9
1999/11/15,25:22.0,23.4972,120.5065,7.03,5.06
1999/11/17,35:09.9,24.0193,120.6425,9.55,5.29
1999/11/28,25:50.2,23.3323,120.9307,2.47,5.06
2000/1/3,20:08.1,22.8798,121.9985,14.04,5.48
2000/2/15,33:18.1,23.316,120.7403,14.71,5.59
2000/3/9,08:44.5,23.2217,121.4928,33.78,5.06
2000/3/16,37:53.5,22.7343,121.6218,24.37,5.02
2000/3/16,10:55.2,23.3088,120.751,11.47,5.02
2000/4/19,04:18.9,24.2753,121.0318,12.78,5.15
2000/5/6,41:52.8,24.0235,121.5603,26.97,5.07
2000/5/7,18:08.9,22.5227,120.3583,39.83,5.03
2000/5/17,25:46.6,24.193,121.0975,9.74,5.59
2000/5/18,18:56.7,24.198,121.0377,12.67,5.1
2000/6/10,23:29.5,23.901,121.1092,16.21,6.7
2000/6/19,56:24.8,23.9203,121.0922,27.02,5.18
2000/6/28,35:01.7,24.6182,122.4085,90.79,5.34
2000/7/13,01:10.3,23.9397,121.8268,5.34,5.08
2000/7/14,07:32.5,24.0483,121.7283,7.19,5.7
2000/7/14,04:34.6,23.947,121.8032,5.95,5.12
2000/7/17,50:39.4,24.0665,121.7898,10.26,5.11
2000/7/24,10:36.4,24.7112,122.479,110.05,5.74
2000/7/28,28:07.7,23.411,120.9327,7.35,6.1
2000/8/2,34:32.0,23.8495,121.0182,10.75,5.02
2000/8/23,49:16.6,23.636,121.6347,27.48,5.57
2000/9/10,54:46.5,24.0853,121.5838,17.74,6.2
2000/9/16,04:12.0,23.917,122.4955,15.1,5.3
2000/11/29,00:33.0,23.8573,121.7682,15.27,5.17
2000/12/10,08:38.6,23.1055,120.2082,15.65,5.04
2000/12/10,30:44.5,23.116,120.2263,12.02,5.35
2000/12/28,01:26.3,23.4422,122.0443,9.23,5.28
2000/12/29,03:28.6,24.3607,121.884,6.96,5.26
2001/1/22,27:18.3,24.3187,122.1337,13.1,5.16
2001/3/1,37:50.2,23.8377,120.9972,10.93,5.8
2001/6/14,35:25.8,24.4188,121.928,17.29,6.3
2001/6/19,16:15.5,23.1767,121.077,6.58,5.41
2001/6/19,43:39.2,23.1968,121.0975,11.7,5.22
2001/7/9,20:47.6,24.011,121.7685,43.39,5.13
2001/9/17,44:44.8,23.2763,120.6542,6.83,5.01
2001/10/26,42:39.8,23.7103,122.0215,21.95,5.05
2001/11/24,46:24.0,25.3897,122.2913,274.27,5.54
2001/12/16,04:56.0,24.5153,122.3828,68.69,5.05
2002/1/8,00:39.3,24.3788,120.9003,0.95,5.02
2002/1/14,34:16.6,24.4938,122.387,38.81,5.01
2002/2/12,27:25.0,23.7407,121.7227,29.98,6.2
2002/3/31,52:49.9,24.1398,122.1915,13.81,6.8
2002/4/3,47:36.0,24.1397,122.3242,13.37,5.1
2002/4/3,06:10.8,24.3222,121.8682,12.87,5.27
2002/4/20,48:00.0,22.8258,121.6303,19.85,5.05
2002/5/10,17:12.9,22.3398,121.3647,23.17,5.34
2002/5/15,46:05.9,24.651,121.8718,8.52,6.2
2002/5/28,45:15.0,23.913,122.3968,15.23,6.2
2002/5/30,53:40.1,24.8732,121.9495,86.99,5.55
2002/6/13,40:27.8,24.7752,122.1325,8.14,5.03
2002/6/14,22:23.3,23.5067,121.6532,27.76,5.13
2002/7/11,36:22.6,23.9353,122.4147,14.22,5.79
2002/7/17,14:41.9,23.3258,122.149,22.05,5.12
2002/7/18,52:31.5,21.9043,120.0822,42.26,5.13
2002/8/28,05:34.1,22.2608,121.372,12.03,6.03
2002/8/29,05:53.0,24.8037,121.8083,82.93,5.19
2002/9/1,56:21.0,23.9248,122.43,8.81,5.46
2002/9/1,07:35.5,23.9687,122.3737,15.56,5.48
2002/9/6,02:02.0,23.8897,120.7287,28.82,5.3
2002/9/7,59:32.9,24.4477,121.6887,41.36,5.26
2002/9/10,38:14.9,24.8673,122.0112,103.54,5.38
2002/9/16,03:30.7,25.1015,122.3875,175.67,6.8
2002/9/24,43:22.9,22.669,121.0757,9.73,5.22
2002/9/30,35:13.5,23.328,120.6142,8.12,5.04
2002/11/10,07:05.0,24.8893,121.8427,110.27,5.42
2002/12/21,09:14.5,21.5343,121.3675,12.29,5.01
2002/12/25,01:30.1,24.4645,121.828,55.79,5.24
2003/6/9,52:50.6,24.3703,122.0233,23.22,5.72
2003/6/9,08:04.7,24.3802,121.8513,2.36,5.03
2003/6/10,40:32.0,23.5037,121.6992,32.31,6.48
2003/6/16,33:38.9,23.5425,121.6538,28.26,5.38
2003/7/4,48:02.8,21.8485,121.3333,70.21,5.15
2003/7/18,41:20.3,24.585,121.8368,74.39,5.06
2003/7/25,10:30.5,24.6945,122.4245,98.65,5.31
2003/7/30,36:31.3,23.924,122.463,12.34,5.15
2003/8/3,35:23.9,24.2125,121.652,57.67,5.29
2003/8/4,53:24.4,21.9732,120.446,43.71,5.18
2003/8/6,23:08.5,23.9763,121.5748,10.29,5.06
2003/8/11,30:13.8,24.5925,121.5595,58.49,5.38
2003/9/10,55:06.1,22.709,121.3993,85.36,5.76
2003/11/12,02:35.9,24.4533,121.953,21.29,5.39
2003/12/6,34:57.7,23.0748,121.3607,37.82,5.14
2003/12/10,38:13.5,23.0667,121.3982,17.73,6.42
2003/12/10,39:36.6,23.028,121.3918,21.12,5.41
2003/12/10,20:25.1,23.0747,121.2208,3.39,5.22
2003/12/10,46:45.6,22.8702,121.3628,26.35,5.18
2003/12/11,01:50.6,22.7917,121.3917,33.58,5.39
2003/12/16,56:59.4,23.1165,121.3412,20.27,5.02
2003/12/17,27:25.3,22.6058,121.311,32.2,5.43
2003/12/18,33:28.2,22.8422,121.0817,12.5,5.03
2003/12/29,41:50.8,24.5958,121.9643,68.19,5.21
2004/1/1,15:18.1,23.3355,121.7118,24.88,5.35
2004/1/28,13:24.7,22.992,120.9523,6.69,5.15
2004/2/4,23:59.4,23.3807,122.1497,17.36,5.64
2004/5/1,56:11.1,24.0758,121.5282,21.55,5.25
2004/5/8,02:47.0,21.9258,121.6392,6.61,5.59
2004/5/9,06:47.6,24.5692,121.7663,69.16,5.49
2004/5/15,07:50.5,24.86,121.9002,91.59,5.12
2004/5/16,04:08.7,23.0508,121.9795,12.85,5.72
2004/5/19,04:12.9,22.7135,121.3698,27.08,6.03
2004/6/2,56:29.8,23.6373,121.2897,14.65,5.17
2004/7/6,32:02.8,24.8972,122.2657,5.96,5.22
2004/11/10,48:02.8,23.9692,122.417,14.87,5.15
2004/11/11,16:44.5,24.3117,122.158,27.26,6.09
2004/12/16,10:00.3,23.9528,122.4093,8.56,5.13
2005/1/20,47:16.0,23.5052,120.8257,19.16,5.04
2005/2/1,59:47.8,24.2558,121.7795,5.74,5.14
2005/2/18,18:18.8,23.3405,121.6737,15.28,5.6
2005/3/5,06:51.7,24.6547,121.8408,6.39,5.9
2005/3/5,08:00.1,24.6532,121.7977,6.95,5.96
2005/3/19,26:26.3,24.204,122.2508,19.54,5.15
2005/4/30,48:17.2,24.0352,121.6245,8.45,5.62
2005/5/17,06:33.0,24.8967,121.957,118.71,5.07
2005/5/29,17:21.7,23.1747,121.657,32.39,5.1
2005/6/1,20:05.7,24.6367,122.0663,64.78,6
2005/6/7,45:05.0,23.9933,121.7383,2.09,5.16
2005/6/10,32:46.9,24.0157,121.7542,1.52,5.04
2005/6/18,31:05.6,23.9547,121.5332,2.18,5
2005/7/16,00:51.4,23.2892,122.101,29.28,5.02
2005/7/20,06:03.5,24.7507,122.2548,7.6,5.22
2005/7/26,37:04.2,24.164,121.6027,56.65,5.21
2005/9/6,16:00.4,23.9582,122.2835,16.76,6
2005/9/23,49:50.9,23.0612,121.2835,11.4,5.02
2005/9/26,50:20.3,23.2322,121.401,21.34,5.29
2005/10/1,51:37.0,23.9208,122.4327,3.31,5.1
2005/11/16,14:45.3,21.8967,121.7745,133.2,5.46
2005/11/16,39:01.4,23.9345,122.4958,20.87,5.08
2005/11/29,41:49.8,24.753,122.0337,68.04,5.51
2006/1/8,01:38.0,23.2087,121.3995,21.65,5.1
2006/1/26,10:59.2,25.3185,122.2863,255.6,5.35
2006/2/24,55:50.2,24.7783,122.2277,12.56,5.17
2006/3/9,07:28.8,23.6445,120.5582,9.93,5.09
2006/4/1,02:19.5,22.8835,121.0807,7.2,6.23
2006/4/15,40:55.4,22.8555,121.3035,17.9,6.04
2006/4/28,05:27.0,23.9853,121.6107,9.78,5.21
2006/5/7,53:02.1,21.5877,120.7302,42.46,5.23
2006/8/11,51:06.1,22.5417,121.4015,25.4,5.39
2006/11/16,50:19.7,23.1113,122.1223,23.31,5.01
2006/12/23,28:27.2,24.8068,122.3193,9.77,5.37
2006/12/26,26:21.0,21.6873,120.5553,44.11,6.96
2006/12/26,34:15.1,21.9698,120.4197,50.22,6.99
2006/12/26,40:25.6,21.8967,120.4687,38.49,5.05
2006/12/26,41:44.7,22.0725,120.2987,41.18,5.54
2006/12/26,35:13.0,21.8238,120.467,44.55,5.03
2006/12/27,30:39.8,22.0503,120.3887,49.49,5.8
2007/1/16,10:35.2,23.924,122.499,20.94,5.41
2007/1/25,59:15.5,22.6305,122.0267,25.81,6.24
2007/2/18,04:59.6,21.7933,120.4015,44.25,5.09
2007/3/7,57:17.5,24.0267,122.4262,20.16,5
2007/4/21,32:26.9,21.6668,122.21,4.06,5.31
2007/7/23,40:02.4,23.7162,121.6357,38.63,5.77
2007/8/9,55:47.4,22.6495,121.0845,5.51,5.68
2007/8/29,00:16.5,21.9495,121.3212,6.84,5.33
2007/9/6,51:26.9,24.278,122.2542,54.01,6.63
2007/9/6,55:22.0,24.2707,122.319,57.79,5.52
2007/10/7,39:15.8,24.5983,122.4768,98.81,5.05
2007/10/11,05:01.7,24.7487,121.8503,79.98,5.23
2007/10/17,40:00.0,23.5005,121.6123,42.06,5.41
2007/11/28,05:13.7,24.7812,121.9758,69.11,5.39
2007/12/5,41:42.5,23.0747,121.1868,11.33,5.12
2008/2/17,33:02.3,23.3065,121.4613,28.3,5.43
2008/3/4,31:47.5,23.2067,120.6957,11.32,5.22
2008/4/14,39:44.4,22.8342,121.3333,27.19,5.11
2008/4/23,28:41.9,22.8723,121.679,11.06,5.64
2008/4/23,04:15.5,22.8337,121.6878,13.29,5.21
2008/5/13,27:55.3,22.7658,121.041,6.97,5.04
2008/6/1,59:23.7,24.8608,121.7903,92.31,5.83
2008/8/1,55:49.3,24.0478,121.5255,21.09,5.08
2008/8/8,05:14.8,21.5975,121.3995,75.98,5.72
2008/12/2,16:54.2,23.338,121.4857,31.67,5.68
2008/12/7,18:37.2,23.852,122.1965,35.05,5.88
2008/12/23,04:43.8,22.9457,120.551,17.09,5.32
2008/12/30,31:27.9,24.6973,122.3427,95.44,5.07
2009/1/2,39:51.6,21.6488,119.9132,65.09,5.07
2009/1/3,04:35.0,24.1535,121.7332,7.46,5.1
2009/4/17,37:48.9,23.917,121.6815,43.43,5.33
2009/5/26,27:35.1,21.7378,119.5555,55.11,5.72
2009/6/20,44:29.4,24.0443,122.443,48.58,5.41
2009/6/24,09:53.8,24.0275,122.2858,21.85,5.04
2009/6/28,34:56.2,24.1823,121.7533,12.88,5.26
2009/7/13,05:02.6,24.0228,122.2193,18.08,6
2009/7/13,28:53.0,24.0828,122.1868,16.93,5.16
2009/7/16,48:13.8,24.0175,122.2913,21.37,5.4
2009/7/16,42:47.7,23.9988,122.2915,20.76,5.09
2009/7/26,00:12.4,23.6853,120.9567,14.29,5.35
2009/7/26,10:59.8,23.4292,121.3178,12.52,5.38
2009/7/29,53:06.1,22.0537,120.4825,41.33,5.75
2009/8/21,57:44.7,22.364,120.464,24.27,5.07
2009/9/12,05:25.0,23.966,122.4905,25.13,5.08
2009/10/3,36:06.3,23.6475,121.579,29.15,6.09
2009/10/22,05:05.1,22.685,121.4883,104.03,5.14
2009/11/5,32:57.7,23.789,120.7187,24.08,6.15
2009/11/5,34:21.3,23.7688,120.7552,23.95,5.74
2009/11/15,47:49.1,24.946,122.1742,125.39,5.52
2009/11/21,27:51.3,24.2223,121.7623,66.89,5
2009/12/19,02:16.3,23.788,121.6633,43.78,6.92
2010/1/4,27:37.4,24.1842,121.8328,46.05,5.46
2010/1/19,09:26.8,23.8215,121.6758,41.01,5.61
2010/2/12,42:38.6,23.8972,121.0772,18.39,5.23
2010/3/4,18:52.1,22.9692,120.7067,22.64,6.42
2010/3/4,07:14.4,22.8007,122.062,35.44,5.13
2010/3/4,16:16.3,22.9578,120.6345,19.02,5.72
2010/3/26,07:54.3,24.0977,121.681,58.85,5.23
2010/4/9,49:53.6,24.8702,122.0033,103.84,5.11
2010/4/11,57:30.5,23.2673,122.0995,30.3,5.4
2010/4/23,49:48.4,24.6045,122.3298,85.03,5.02
2010/6/15,31:18.0,24.0428,121.6212,16.73,5.53
2010/6/26,05:51.8,24.6502,121.561,67.96,5.11
2010/7/2,11:32.4,22.855,120.6817,17.8,5.14
2010/7/8,43:37.5,24.3472,122.0365,19.27,5.25
2010/7/17,04:17.2,23.452,121.7375,39.97,5.22
2010/7/18,03:24.7,24.0003,122.4433,24.33,5.2
2010/7/25,52:10.2,22.8388,120.6935,19.6,5.65
2010/8/21,38:00.0,23.5845,121.5887,40.15,5.32
2010/8/30,45:09.3,24.953,122.206,15.02,5.16
2010/9/20,17:08.0,23.6793,121.6182,36.23,5.08
2010/9/28,33:53.2,24.1257,121.6965,9.01,5.02
2010/10/2,23:12.4,24.3585,121.7992,19.38,5.09
2010/11/8,01:21.0,23.2053,120.4137,17.46,5.16
2010/11/12,08:49.6,24.1033,122.4808,26.12,5.3
2010/11/12,39:00.6,22.1872,120.6145,37.99,5.34
2010/11/21,31:45.6,23.8525,121.6857,46.87,6.14
2010/12/6,14:12.4,23.6777,121.426,24.84,5.16
2010/12/7,46:14.9,22.964,121.3693,40.51,5.05
2011/2/1,16:31.5,24.2087,121.8047,18.34,5.46
2011/3/20,00:51.2,22.442,121.3805,27.46,5.77
2011/4/30,35:38.3,24.6503,121.8085,75.02,5.81
2011/5/3,52:34.4,23.9345,121.7053,41.15,5.22
2011/6/2,07:52.3,22.2622,121.342,22.23,5.22
2011/6/10,25:22.1,23.5893,121.5855,34.87,5.07
2011/6/26,19:14.1,23.845,120.9972,14.78,5.01
2011/7/12,17:11.0,23.5122,121.5243,31.23,5.28
2011/7/18,48:54.9,23.5868,122.3658,29.84,5.09
2011/9/21,18:33.4,24.0865,121.6728,17.18,5.13
2012/1/29,07:39.0,25.2878,122.3932,267.76,5.54
2012/2/26,35:00.4,22.7523,120.7547,26.31,6.35
2012/3/21,44:38.3,23.2512,121.5855,42.5,5.03
2012/4/8,43:31.5,24.0408,122.3583,29.18,5.66
2012/4/19,58:08.6,24.1345,121.6692,29.09,5.46
2012/4/27,48:35.8,23.7938,121.734,44.26,5.01
2012/6/4,38:29.4,24.2233,122.185,49.92,5.06
2012/6/5,56:30.1,24.2177,122.235,28.59,5.07
2012/6/6,08:34.7,22.4387,121.4198,18.43,5.89
2012/6/9,00:18.2,24.459,122.3068,69.88,6.62
2012/6/9,54:20.5,24.485,122.22,69.55,5.13
2012/6/14,15:13.4,23.7103,121.5445,6.46,5.34
2012/8/14,55:43.3,24.0527,121.5113,21.83,5.18
2012/8/17,20:03.0,23.3753,121.4848,26,5.2
2012/8/31,11:39.6,24.724,120.8778,10.01,5.04
2012/9/4,00:18.3,22.2197,121.0337,9.91,5.22
2012/10/20,49:39.4,24.418,122.45,78.81,5.26
2012/10/25,31:17.6,22.4283,120.3675,40.73,5.44
2012/11/20,09:01.7,22.4668,121.3558,26.86,5.4
2012/12/2,45:36.9,23.9817,121.5777,11.79,5.02
2012/12/30,03:25.8,23.4663,120.9072,4.41,5.28
2013/1/17,30:41.9,24.439,121.9785,13.65,5.08
2013/2/2,39:52.4,23.7472,121.9782,35.04,5.6
2013/3/7,36:45.7,24.3008,121.4573,5.55,5.87
2013/3/12,03:44.8,24.3612,121.7842,51.88,5.04
2013/3/27,03:19.6,23.9022,121.0527,19.43,6.24
2013/3/27,04:05.9,23.9202,121.0522,19.36,5
2013/4/20,36:29.7,24.7793,122.4375,118.93,5.04
2013/4/21,07:51.8,24.4142,122.3353,70.6,5.01
2013/6/1,32:23.5,22.0427,121.2678,31.53,5.01
2013/6/2,43:03.2,23.8615,120.9742,14.54,6.48
2013/6/28,51:50.3,24.0262,122.2393,19.82,5.72
2013/7/16,11:35.0,24.2772,121.4973,4.92,5.45
2013/7/24,32:15.0,23.9058,121.5292,10.59,5.03
2013/10/29,17:41.3,25.3065,122.4197,237.53,5.25
2013/10/31,02:09.5,23.5662,121.3485,14.98,6.42
2013/10/31,47:28.4,23.6313,121.4255,10.08,5.07
2013/11/15,39:18.1,23.9502,122.446,26.09,5.21
2014/1/14,38:13.0,22.8935,121.0812,8.29,5.05
2014/1/14,50:05.5,22.8822,121.0808,8.43,5.09
2014/2/21,25:17.0,24.699,121.6012,60.9,5.6
2014/3/15,04:36.8,22.2337,121.3858,19.72,5.09
2014/3/17,12:56.6,24.0157,122.4175,29.46,5.43
2014/3/19,19:26.1,24.0057,122.3205,23.03,5.81
2014/5/4,43:36.0,23.9355,121.6453,35.98,5.23
2014/5/21,21:14.0,23.735,121.4325,16.45,5.99
2014/5/25,41:13.2,23.0638,121.1623,12.74,5.04
2014/7/7,06:05.8,23.286,122.4618,38.75,5.17
2014/7/17,11:54.1,22.2667,121.35,19.08,5.27
2014/8/6,46:07.5,22.196,121.4288,84.18,5.05
2014/9/25,35:03.0,22.7915,121.2677,18,5.34
2014/10/7,08:10.3,23.6385,121.5798,33.39,5.15
2014/10/26,47:02.0,24.7252,122.1827,85.96,5.04
2014/11/19,46:21.6,24.9035,122.058,13.86,5.18
2014/12/31,06:04.6,24.8245,121.7878,68.85,5.07
2015/1/5,53:46.5,24.691,122.0187,73.83,5.07
2015/1/7,48:32.8,24.2598,121.6915,30.4,5.48
2015/1/19,48:33.7,22.8673,121.5757,117.9,5.04
2015/2/13,06:31.8,22.6582,121.3967,27.78,6.28
2015/2/26,50:03.4,24.6862,122.3048,97.59,5.25
2015/3/23,13:51.6,23.7257,121.6707,38.4,6.19
2015/4/20,42:56.1,24.0223,122.441,30.57,6.38
2015/4/20,49:10.9,24.0527,122.4325,30.67,5.04
2015/4/20,20:47.2,23.66,121.6587,38.34,5.5
2015/5/3,09:07.8,23.9982,122.4422,24.77,5.02
2015/5/26,56:56.2,23.9622,122.466,28.9,5.03
2015/8/13,08:02.3,24.0233,122.391,25.54,5.65
2015/9/1,34:07.5,24.0115,122.3653,26.2,5.01
2015/9/1,24:45.7,23.9148,121.4913,17.09,5.46
2015/9/15,37:35.5,24.2478,121.8198,19.78,5.69
2015/9/16,08:59.8,24.2847,121.8285,20.16,5.61
2015/10/12,14:47.5,22.4463,121.4722,20.52,5.22
2015/10/13,49:04.6,23.4845,121.6475,49.09,5.46
2015/10/19,17:35.3,24.8578,122.0145,14.41,5.32
2015/11/1,09:42.8,22.7322,121.5837,18.81,5.88
2015/11/28,52:23.8,25.1883,122.2613,219.36,5.15
2015/12/3,31:13.9,22.604,121.3862,25.89,5.34
2016/1/11,52:57.5,23.4338,121.5307,33.15,5.25
2016/1/19,13:26.8,22.787,121.3125,29.72,5.8
2016/2/5,58:28.9,22.9418,120.4332,18.1,5.26
2016/2/5,57:26.1,22.922,120.5438,14.64,6.6
2016/2/9,47:00.6,23.8883,121.692,5.69,5.12
2016/2/18,18:32.0,23.0265,120.8762,4.26,5.13
2016/2/18,09:39.0,23.0163,120.8693,5.44,5.27
2016/4/11,45:09.1,24.5512,122.1247,59.81,5.66
2016/4/16,55:46.5,22.4432,121.8015,11.83,5.22
2016/4/27,17:14.4,24.2372,121.784,11.94,5.67
2016/4/27,27:38.6,24.2527,121.749,12.99,5.13
2016/4/27,19:06.2,23.2832,121.2333,15.21,5.52
2016/5/12,17:15.0,24.6918,121.9803,8.86,6.1
2016/5/12,29:55.9,24.6908,122.0173,12.03,5.73
2016/5/13,24:12.0,24.6838,121.9845,9.77,5.24
2016/5/14,32:48.3,24.1732,121.7703,11.6,5.01
2016/5/18,22:45.8,23.2162,121.5735,45.75,5.24
2016/5/21,51:40.9,22.9025,120.61,18.13,5.26
2016/6/20,39:47.5,23.1632,121.5335,39.39,5.07
2016/10/6,52:00.5,22.627,121.3438,23.7,6.15
2016/10/25,45:52.4,22.6543,121.3502,23.69,5.3
2016/11/7,56:26.1,23.0295,121.3433,20.45,5.07
2016/11/11,25:31.3,24.0662,122.43,31.17,5.33
2016/11/24,55:54.3,24.0783,122.4128,27.47,5.53
2016/11/30,04:34.5,22.8317,121.2683,11.84,5.07
2016/12/9,09:48.1,24.712,122.047,63.1,5.24
2016/12/15,14:29.6,22.8465,121.2688,11.39,5.17
2016/12/30,30:51.0,24.8082,122.0793,75.17,5.19
2017/2/10,12:52.6,22.8657,120.1432,16.15,5.71
2017/3/7,10:51.6,24.3087,122.1013,59.92,5.28
2017/4/13,41:11.7,25.167,122.3985,171.26,5.55
2017/5/15,12:54.5,23.2797,121.4328,24.91,5.75
2017/5/24,10:54.4,23.4193,120.5117,12.43,5.13
2017/6/21,25:39.0,24.656,121.9227,62.8,5.09
2017/7/27,08:12.5,21.6223,121.4577,92.24,5.18
2017/8/13,08:35.1,21.9992,121.2797,59.12,5.15
2017/9/20,29:57.0,23.3162,121.7813,28.98,5.85
2017/10/11,45:20.3,24.7783,122.4738,114.26,5.22
2017/10/29,15:44.5,24.1203,122.3072,26.82,5.17
2017/11/3,48:59.6,23.0025,120.9545,6.21,5.15
2017/11/3,34:48.2,23.5528,121.5548,29.98,5.29
2017/11/11,22:53.5,23.6357,120.7082,14.91,5.2
2017/11/22,20:09.4,23.5842,120.7217,15.24,5.66
2017/11/23,55:32.2,23.5898,120.71,16.41,5.03
2017/12/8,44:29.7,24.3565,122.4163,79,5.29
2018/1/17,59:11.0,25.0588,121.7182,140.19,5.53
2018/2/4,13:12.4,24.1505,121.7165,10.34,5.58
2018/2/4,57:42.4,24.1728,121.7058,10.23,5.28
2018/2/4,56:40.6,24.1507,121.7437,10.61,5.89
2018/2/4,12:52.1,24.2055,121.6992,2.99,5.35
2018/2/5,58:41.3,24.1062,121.7352,8.32,5.04
2018/2/6,15:28.7,24.0105,121.7272,5.65,5.46
